Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
2,Medicaid/Hospital Care ($),State,6,Southwest,Oklahoma,1332.997,1414.896,1307.502,1178.447,1202.559,1338.447,1498.329,1473.374,1336.846,1541.96,1821.106,1797.878,1727.434,1562.722,1595.986,1894.478,2113.633,2226.96,2189.065,2.8
2,Medicaid/Hospital Care ($),State,6,Southwest,Texas,1203.79,1469.337,1618.529,1717.151,1741.962,1817.589,1775.565,1931.981,2015.674,1958.475,1935.385,1904.43,1771.993,1922.021,2262.267,2244.648,2544.988,2539.769,2645.131,4.5
2,Medicaid/Hospital Care ($),Region,7,Rocky Mountains,,1476.716,1561.734,1609.462,1672.571,1755.902,1813.722,1925.573,2073.36,1999.357,2084.79,2019.201,2016.014,1947.012,2134.66,2111.142,2344.386,2438.909,2580.95,2631.926,3.3
2,Medicaid/Hospital Care ($),State,7,Rocky Mountains,Colorado,1392.958,1714.642,1782.271,1993.73,2196.818,2074.884,2115.915,2361.145,2441.491,2501.751,2409.664,2404.558,2242.675,2260.403,2232.372,2318.287,2484.896,2568.452,2478.972,3.3
2,Medicaid/Hospital Care ($),State,7,Rocky Mountains,Idaho,1390.446,1128.216,1061.219,1016.565,1053.17,1297.996,1366.382,1568.742,1568.342,1448.607,1431.618,1414.854,1374.169,1591.347,1394.033,1483.56,1722.231,1930.12,1995.794,2
2,Medicaid/Hospital Care ($),State,7,Rocky Mountains,Montana,1821.567,1777.464,1929.964,1920.593,1839.52,1977.942,2114.1,2801.077,2041.996,2555.128,2395.696,2178.612,2245.244,2829.815,3034.348,3450.064,3613.142,3775.146,3988.361,4.4
2,Medicaid/Hospital Care ($),State,7,Rocky Mountains,Utah,1522.549,1425.737,1465.821,1453.7,1464.458,1695.557,2013.42,1664.1,1570.866,1659.515,1602.06,1894.139,1850.001,2101.556,2085.362,2690.999,2471.549,2610.434,2911.708,3.7
2,Medicaid/Hospital Care ($),State,7,Rocky Mountains,Wyoming,1379.141,1422.271,1474.575,1221.395,1204.257,1284.335,1188.429,1311.608,1360.603,1412.461,1706.484,1272.827,1493.266,1906.65,2027.148,2233.125,2412.58,2723.275,2782.245,4
2,Medicaid/Hospital Care ($),Region,8,Far West,,1173.439,1100.311,1204.02,1232.176,1385.754,1483.343,1498.824,1625.2,1815.427,1503.441,1641.206,1472.91,1669.969,1672.772,1776.633,1720.027,1792.619,1845.496,1881.919,2.7
2,Medicaid/Hospital Care ($),State,8,Far West,Alaska,1941.687,1901.579,2282.504,1657.177,1684.306,2129.644,2433.497,2043.374,2004.834,2521.06,2866.712,3208.03,4077.526,3383.249,3287.644,3723.188,3760.724,3636.209,4004.333,4.1
2,Medicaid/Hospital Care ($),State,8,Far West,California,1163.168,1078.046,1187.257,1204.549,1336.287,1461.16,1477.055,1632.546,1874.641,1471.415,1606.159,1404.95,1635.774,1589.492,1687.872,1610.488,1656.097,1711.507,1775.882,2.4
2,Medicaid/Hospital Care ($),State,8,Far West,Hawaii,1372.146,1259.32,1589.664,2672.241,7912.497,6588.071,4765.121,1716.03,1563.339,1653.249,1654.196,1833.665,1726.206,2025.327,2099.684,2101.582,2341.757,2127.903,1986.377,2.1
2,Medicaid/Hospital Care ($),State,8,Far West,Nevada,2114.423,2045.301,1967.148,2026.529,2140.51,2216.548,2379.674,2366.716,2170.119,2242.16,2365.287,2150.834,2247.029,2391.773,2545.247,2686.019,2869.331,2629.722,2400.392,0.7
2,Medicaid/Hospital Care ($),State,8,Far West,Oregon,935.853,959.88,980.521,1042.367,1451.313,1397.517,1421.296,1805.056,1846.672,1843.23,1857.259,1922.076,1853.803,2190.566,2393.259,2457.358,2738.045,3013.483,2724.329,6.1
2,Medicaid/Hospital Care ($),State,8,Far West,Washington,1170.028,1149.743,1188.328,1224.226,1224.72,1245.523,1247.559,1330.719,1362.021,1366.037,1601.197,1487.059,1550.235,1789.716,1918.96,1895.935,2091.721,2129.786,2084.52,3.3
3,Medicaid/Physician & Clinical Services ($),United States,0,United States,,363.348,389.914,412.122,428.826,454.596,470.934,508.708,530.877,544.473,563.539,581.536,592.186,587.044,622.705,650.587,693.387,728.714,756.199,788.82,4.4
3,Medicaid/Physician & Clinical Services ($),Region,1,New England,,342.464,394.467,385.933,433.339,471.38,468.031,526.232,565.199,615.08,655.641,680.103,660.869,720.268,723.082,717.828,845.841,823.622,836.039,863.399,5.3
3,Medicaid/Physician & Clinical Services ($),State,1,New England,Connecticut,228.943,318.54,359.554,383.032,403.341,356.031,294.58,301.883,301.428,343.897,351.22,344.025,379.607,415.451,441.505,567.914,652.471,677.585,764.224,6.9
3,Medicaid/Physician & Clinical Services ($),State,1,New England,Maine,311.329,340.123,360.051,395.335,463.082,450.524,500.288,536.977,660.545,696.581,643.005,534.97,856.632,853.039,665.502,971.99,838.266,880.113,888.518,6
3,Medicaid/Physician & Clinical Services ($),State,1,New England,Massachusetts,439.991,501.757,416.732,454.122,510.711,514.71,637.694,678.801,748.714,800.768,839.283,845.824,875.61,845.256,812.445,821.033,747.748,749.98,754.217,3
3,Medicaid/Physician & Clinical Services ($),State,1,New England,New Hampshire,560.971,672.447,818.844,856.903,952.326,1117.785,1281.796,1471.715,1466.752,1533.418,1570.389,1531.467,1448.114,1436.877,1468.074,1498.698,1562.341,1594.947,1611.557,6
3,Medicaid/Physician & Clinical Services ($),State,1,New England,Rhode Island,73.289,77.925,122.026,253.54,183.257,161.443,120.595,140.578,142.496,142.15,145.028,168.227,172.162,249.126,265.736,339.32,391.199,465.514,441.216,10.5
3,Medicaid/Physician & Clinical Services ($),State,1,New England,Vermont,378.985,416.36,405.251,380.891,393.659,383.384,390.317,376.335,439.33,485.058,574.266,560.672,616.416,659.668,1013.551,1812.412,1982.859,1869.557,1987.829,9.6
3,Medicaid/Physician & Clinical Services ($),Region,2,Mideast,,337.695,369.308,405.493,422.431,465.703,492.646,488.201,531.662,567.868,618.327,626.575,603.32,610.444,634.57,660.575,712.103,717.782,719.349,782.462,4.8
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,Delaware,259.067,252.029,294.681,393.392,613.361,690.982,522.236,646.995,627.995,688.467,648.872,504.034,486.953,508.204,570.383,701.949,801.775,1011.566,1088.437,8.3
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,District of Columbia,589.274,571.533,549.941,594.481,718.854,642.902,593.533,835.6,888.964,1071.449,1058.787,1360.341,1201.151,2007.987,1680.816,1753.902,2000.446,2602.949,2272.176,7.8
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,Maryland,576.063,675.277,536.786,566.514,567.636,408.016,285.117,320.764,643.049,572.097,618.747,640.962,687.701,724.414,760.198,854.388,831.601,763.396,1306.782,4.7
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,New Jersey,243.24,257.24,296.341,316.387,377.843,411.624,397.282,410.266,373.352,383.865,411.104,459.22,490.339,560.06,628.572,710.594,708.389,851.39,913.168,7.6
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,New York,377.361,422.987,495.777,506.438,549.882,614.85,663.085,736.52,737.247,832.514,814.532,713.209,708.738,632.228,615.434,629.919,619.459,604.057,628.03,2.9
3,Medicaid/Physician & Clinical Services ($),State,2,Mideast,Pennsylvania,210.995,214.215,238.395,255.893,290.16,310.569,293.939,243.258,272.308,283.152,307.655,337.25,351.901,534.032,673.676,777.794,803.194,736.45,744.728,7.3
3,Medicaid/Physician & Clinical Services ($),Region,3,Great Lakes,,309.014,358.679,385.301,404.603,417.966,447.46,493.767,490.526,462.379,493.753,468.729,514.15,482.863,524.05,589.302,621.557,672.715,713.365,708.651,4.7
3,Medicaid/Physician & Clinical Services ($),State,3,Great Lakes,Illinois,190.321,250.675,245.39,252.751,266.846,251.655,250.012,269.992,319.714,355.03,360.822,371.26,354.649,300.147,384.832,393.434,462.19,488.152,474.351,5.2
3,Medicaid/Physician & Clinical Services ($),State,3,Great Lakes,Indiana,584.2,632.315,658.505,566.34,413.727,410.417,380.483,374.414,357.35,376.192,393.009,536.649,392.555,538.06,919.832,981.92,917.313,884.204,939.973,2.7
3,Medicaid/Physician & Clinical Services ($),State,3,Great Lakes,Michigan,413.391,464.931,511.415,582.141,613.343,667.163,760.964,787.119,551.397,551.583,610.558,681.042,646.302,743.298,697.618,728.391,871.236,980.027,800.464,3.7
3,Medicaid/Physician & Clinical Services ($),State,3,Great Lakes,Ohio,260.914,298.814,339.887,369.267,432.06,518.119,644.863,572.069,617.034,701.345,490.989,506.946,496.679,571.095,565.397,603.008,595.276,589.442,624.333,5
3,Medicaid/Physician & Clinical Services ($),State,3,Great Lakes,Wisconsin,306.878,342.421,365.304,392.382,417.859,422.769,398.51,404.66,445.793,448.752,503.6,551.277,572.805,569.041,626.472,636.834,717.091,843.857,1094.87,7.3
3,Medicaid/Physician & Clinical Services ($),Region,4,Plains,,343.658,362.77,367.629,353.211,351.313,345.28,349.073,363.588,384.37,401.256,435.218,481.392,504.817,583.051,638.811,680.122,731.609,754.442,811.317,4.9
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,Iowa,437.768,458.264,444.541,427.465,470.653,446.031,399.433,385.511,415.837,445.585,559.566,548.299,576.278,715.847,819.338,741.447,722.116,745.11,730.327,2.9
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,Kansas,368.35,537.769,510.013,617.841,448.597,372.263,275.344,281.669,282.425,341.161,366.363,363.176,413.612,428.448,483.967,523.495,616.73,714.559,804.848,4.4
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,Minnesota,340.885,344.336,364.63,277.793,294.068,297.329,381.646,374.388,399.596,442.629,453.435,514.912,477.988,592.544,615.197,657.919,722.259,711.68,793.012,4.8
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,Missouri,237.439,233.326,224.141,233.832,240.255,253.906,253.348,280.416,282.815,287.264,317.201,360.032,392.909,461.537,525.694,551.253,616.007,674.035,735.608,6.5
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,Nebraska,464.108,501.094,547.232,545.035,562.256,537.31,486.317,495.839,575.758,524.691,588.58,729.076,921.646,900.186,964.872,1167.161,1198.439,1108.41,1083.859,4.8
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,North Dakota,523.85,447.01,485.437,460.427,448.488,517.972,588.092,672.678,666.364,723.43,699.67,743.337,629.543,817.88,893.219,813.936,917.569,814.727,974.133,3.5
3,Medicaid/Physician & Clinical Services ($),State,4,Plains,South Dakota,449.862,480.559,512.988,535.943,578.542,586.599,568.566,700.786,799.787,839.159,795.662,862.281,942.948,1013.4,968.201,1167.214,1135.548,1165.345,1339.731,6.3
3,Medicaid/Physician & Clinical Services ($),Region,5,Southeast,,448.209,477.081,495.823,509.518,519.486,516.454,549.849,584.663,576.982,614.254,644.71,673.747,693.852,766.543,770.973,785.129,825.411,871.518,893.932,3.9
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Alabama,297.778,321.794,362.17,392.53,429.192,416.019,520.395,745.971,742.866,776.311,767.806,754.451,787.549,799.836,793.406,1022.892,1060,1049.556,1111.874,7.6
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Arkansas,533.195,643.465,667.764,705.935,776.707,803.907,810.258,807.866,756.169,734.158,780.886,819.554,777.483,948.141,929.955,1075.438,1172.874,1335.055,1352.662,5.3
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Florida,401.684,365.516,368.978,391.142,431.945,453.222,424.029,426.318,413.6,422.638,451.028,510.456,522.39,639.322,657.737,604.629,689.753,699.732,800.665,3.9
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Georgia,474.833,503.617,525.077,562.991,604.82,555.235,558.318,583.462,564.642,593.694,591.822,640.664,666.8,743.448,626.781,712.357,648.637,705.763,635.098,1.6
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Kentucky,563.671,676.771,689.657,664.735,631.964,631.196,774.239,737.411,794.676,800.504,824.911,926.184,901.003,963.792,1049.341,997.661,1090.149,1116.486,1124.849,3.9
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Louisiana,434.167,477.074,536.651,578.773,578.579,500.578,522.501,523.082,532.653,508.536,495.369,530.986,554.111,599.76,575.68,576.276,649.785,734.247,779.403,3.3
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Mississippi,325.837,375.571,397.376,491.134,551.692,526.265,510.415,526.657,523.062,536.985,575.596,593.715,601.349,653.391,602.2,654.782,721.568,724.56,783.418,5
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,North Carolina,473.159,483.423,509.548,540.868,609.478,642.994,724.729,806.247,740.352,870.63,959.751,947.093,1007.82,1130.946,1181.115,1008.128,925.813,957.581,971.907,4.1
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,South Carolina,513.439,522.412,544.793,574.588,619.549,635.418,643.842,627.399,660.127,667.68,763.325,785.269,823.628,895.464,888.838,1007.347,1067.724,1189.459,1192.982,4.8
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Tennessee,468.667,464.454,460.881,439.087,355.863,353.093,402.225,477.089,493.561,591.89,621.012,646.934,668.032,668.59,769.618,726.571,859.856,922.175,859.07,3.4
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,Virginia,464.213,464.32,475.647,459.822,472.831,468.979,505.525,492.116,487.762,488.836,497.417,494.956,500.904,551.819,551.782,614.742,637.911,737.514,726.811,2.5
3,Medicaid/Physician & Clinical Services ($),State,5,Southeast,West Virginia,528.404,880.061,981.686,752.949,642.485,653.271,743.364,658.85,604.218,720.288,703.153,666.643,700.402,739.566,749.894,800.92,723.039,714.804,923.933,3.2
3,Medicaid/Physician & Clinical Services ($),Region,6,Southwest,,404.923,372.372,390.887,414.068,436.921,461.744,460.253,498.568,552.78,521.841,571.995,540.113,555.859,624.108,655.02,715.105,747.571,803.645,857.927,4.3
3,Medicaid/Physician & Clinical Services ($),State,6,Southwest,Arizona,347.421,347.527,561.058,593.623,619.699,724.494,841.682,967.387,1276.094,1043.248,1135.58,997.483,1010.793,898.343,959.227,1130.192,1107.216,1260.901,1231.544,7.3
3,Medicaid/Physician & Clinical Services ($),State,6,Southwest,New Mexico,483.733,539.48,550.762,469.135,449.292,490.141,499.152,476.341,451.818,384.842,408.415,332.048,359.033,403.177,377.822,532.42,542.199,610.38,710.838,2.2
3,Medicaid/Physician & Clinical Services ($),State,6,Southwest,Oklahoma,331.313,329.185,319.996,302.47,313.495,311.652,327.186,334.489,297.562,378.603,448.554,395.678,544.024,651.472,813.827,935.016,941.275,1075.856,1217.175,7.5
3,Medicaid/Physician & Clinical Services ($),State,6,Southwest,Texas,423.908,371.357,350.266,384.451,412.345,418.799,384.213,415.728,441.63,438.308,456.1,444.1,426.837,553.47,555.5,554.429,613.754,616.545,673.228,2.6
3,Medicaid/Physician & Clinical Services ($),Region,7,Rocky Mountains,,556.942,566.496,570.252,578.835,666.729,773.708,849.555,884.267,944.519,978.974,981.82,965.423,981.179,1007.636,1071.179,1111.372,1131.877,1131.441,1167.588,4.2
3,Medicaid/Physician & Clinical Services ($),State,7,Rocky Mountains,Colorado,555.476,539.784,548.315,565.973,685.259,731.933,790.8,793.443,865.648,880.519,899.36,924.209,958.382,945.597,961.344,967.551,919.33,894.884,971.504,3.2
3,Medicaid/Physician & Clinical Services ($),State,7,Rocky Mountains,Idaho,499.733,489.174,475.182,473.924,483.087,532.478,578.228,666.72,723.213,733.11,743.127,724.849,812.803,985.589,1068.153,1103.451,1174.158,1246.28,1270.184,5.3
3,Medicaid/Physician & Clinical Services ($),State,7,Rocky Mountains,Montana,496.623,540.396,545.764,483.95,478.412,591.868,590.083,593.13,512.089,634.161,706.086,657.728,642.148,730.732,787.698,859.437,858.142,909.772,914.986,3.5
3,Medicaid/Physician & Clinical Services ($),State,7,Rocky Mountains,Utah,629.92,691.872,689.201,698.717,844.911,1143.956,1374.965,1367.499,1520.233,1611.669,1566.424,1471.178,1342.275,1269.608,1424.589,1497.081,1601.858,1559.89,1554.59,5.1
3,Medicaid/Physician & Clinical Services ($),State,7,Rocky Mountains,Wyoming,551.911,542.535,570.198,672.43,708.316,760.088,830.982,800.13,766.536,826.151,843.053,812.48,861.995,974.544,990.184,1173.06,1314.026,1377.187,1409.789,5.3
3,Medicaid/Physician & Clinical Services ($),Region,8,Far West,,307.855,323.93,347.89,364.968,401.079,423.721,518.479,508.825,523.4,508.548,527.67,540.199,484.593,461.074,486.114,538.381,594.693,601.749,630.553,4.1
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,Alaska,1159.542,1040.938,1069.968,1045.733,1199.999,1429.207,1793.453,1570.876,1632.584,1693.863,1742.003,1872.529,1807.555,1944.246,2015.552,1972.299,2038.103,2130.655,2516.593,4.4
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,California,263.456,274.803,297.794,308.382,326.972,349.294,463.484,456.55,459.982,433.305,452.282,462.149,411.848,395.613,401.433,458.084,512.592,509.707,533.306,4
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,Hawaii,479.843,487.38,528.746,860.698,2521.312,2507.863,1621.725,674.464,584.386,673.465,636.323,618.01,627.401,755.425,1097.943,981.576,1071.509,1274.048,1353.194,5.9
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,Nevada,604.375,770.1,678.212,529.461,532.305,540.841,593.776,771.173,621.781,573.634,669.889,653.1,551.172,661.524,767.85,790.824,819.107,712.568,657.392,0.5
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,Oregon,307.001,320.878,343.551,387.307,457.94,450.022,486.545,498.18,647.279,863.439,852.715,887.107,879.497,885.999,952.539,766.42,750.859,807.882,1034.96,7
3,Medicaid/Physician & Clinical Services ($),State,8,Far West,Washington,595.604,633.812,660.015,683.804,733.428,747.751,726.921,717.286,784.71,785.077,831.858,865.79,766.236,601.756,692.893,853.889,972.169,1012.353,961.123,2.7
4,Medicaid/Other Professional Services ($),United States,0,United States,,21.884,20.765,27.092,26.9,31.228,37.299,40.887,41.853,44.314,45.887,51.412,60.574,63.56,73.842,80.495,80.922,81.034,82.255,89.426,8.1
4,Medicaid/Other Professional Services ($),Region,1,New England,,18.087,16.779,20.633,20.463,28.663,48.523,64.898,70.549,70.728,69.286,70.034,102.993,88.491,102.838,117.338,117.814,123.162,109.444,116.505,10.9
4,Medicaid/Other Professional Services ($),State,1,New England,Connecticut,24.281,25.865,34.762,31.978,57.589,132.622,205.411,231.801,224.665,222.811,214.18,379.969,287.939,352.534,383.264,332.115,346.793,296.704,302.258,15
4,Medicaid/Other Professional Services ($),State,1,New England,Maine,29.317,28.864,36.916,33.569,34.525,36.595,31.103,28.395,29.204,27.637,24.454,19.906,30.279,28.1,71.541,108.068,132.816,124.847,137.712,9
4,Medicaid/Other Professional Services ($),State,1,New England,Massachusetts,13.856,10.812,10.821,10.027,11.16,12.624,15.85,17.336,17.897,19.142,23.646,22.458,16.655,14.868,15.259,17.175,25.062,22.287,28.136,4
4,Medicaid/Other Professional Services ($),State,1,New England,New Hampshire,34.725,35.577,51.181,52.982,65.216,91.142,88.393,95.384,90.143,112.449,117.949,106.338,103.877,103.572,94.383,100.464,99.904,96.654,103.675,6.3
4,Medicaid/Other Professional Services ($),State,1,New England,Rhode Island,8.944,8.358,10.603,12.67,10.649,9.715,11.125,10.903,10.213,10.96,11.629,12.164,11.533,13.984,13.002,14.76,12.155,18.217,15.101,3
4,Medicaid/Other Professional Services ($),State,1,New England,Vermont,16.941,16.153,20.601,25.843,48.22,61.902,68.475,95.026,115.082,81.565,95.97,116.84,115.768,130.689,202.572,338.35,371.245,348.915,371.472,18.7
4,Medicaid/Other Professional Services ($),Region,2,Mideast,,28.035,26.172,33.835,32.897,37.767,42.285,42.102,44.384,43.874,46.31,46.95,44.319,42.256,57.853,54.842,62.802,61.518,48.733,53.182,3.6
4,Medicaid/Other Professional Services ($),State,2,Mideast,Delaware,15.249,14.575,24.658,25.058,28.474,25.743,19.596,22.725,20.566,23.283,23.996,23.426,22.629,24.091,27.39,32.237,36.913,38.966,41.281,5.7
4,Medicaid/Other Professional Services ($),State,2,Mideast,District of Columbia,13.545,12.256,13.824,12.067,13.265,10.063,10.298,9.842,7.821,7.473,9.921,12.074,15.893,13.674,13.15,12.678,12.861,12.37,22.422,2.8
4,Medicaid/Other Professional Services ($),State,2,Mideast,Maryland,8.494,6.448,4.248,4.373,4.913,5.483,5.947,9.141,13.224,15.153,17.947,19.56,18.628,18.956,21.339,21.108,23.76,25.364,36.65,8.5
4,Medicaid/Other Professional Services ($),State,2,Mideast,New Jersey,12.34,10.657,15.165,16.964,27.936,37.361,38.971,37.729,37.417,39.765,38.949,39.089,38.281,39.631,37.633,43.738,42.984,51.702,71.451,10.2
4,Medicaid/Other Professional Services ($),State,2,Mideast,New York,46.142,43.599,56.37,54.338,60.445,68.151,70.201,72.633,70.867,75.633,74.481,65.873,61.677,56.797,53.958,57.208,64.029,67.533,68.955,2.3
4,Medicaid/Other Professional Services ($),State,2,Mideast,Pennsylvania,7.462,8.236,11.239,10.705,12.175,13.768,13.175,10.441,10.097,8.586,8.954,9.028,9.029,90.16,82.511,106.278,83.361,16.184,18.706,5.2
4,Medicaid/Other Professional Services ($),Region,3,Great Lakes,,19.085,20.526,28.09,28.423,35.372,43.324,47.61,46.721,63.337,74.695,78.639,86.223,75.257,79.961,79.694,57.999,71.845,86.552,91.798,9.1
4,Medicaid/Other Professional Services ($),State,3,Great Lakes,Illinois,14.368,15.881,20.31,17.877,17.043,16.996,16.399,16.97,20.22,24.718,25.838,31.523,21.479,44.975,24.575,7.419,16.798,39.875,31.525,4.5
4,Medicaid/Other Professional Services ($),State,3,Great Lakes,Indiana,68.876,69.265,66.026,57.431,77.333,106.466,103.728,100.29,98.75,100.703,115.542,141.329,114.826,141.594,20.923,17.42,16.271,15.341,15.953,-7.8
4,Medicaid/Other Professional Services ($),State,3,Great Lakes,Michigan,8.194,6.674,8.24,8.08,8.138,8.397,8.642,6.56,4.47,4.553,5.491,5.968,5.273,3.666,6.547,6.869,6.723,8.383,8.657,0.3
4,Medicaid/Other Professional Services ($),State,3,Great Lakes,Ohio,21.008,22.458,41.023,44.206,52.246,64.089,69.083,54.584,104.432,131.674,124.958,123.712,113.707,117.498,117.308,91.564,152.139,211.44,223.992,14.1
4,Medicaid/Other Professional Services ($),State,3,Great Lakes,Wisconsin,14.52,17.137,27.049,38.244,70.478,98.085,141.027,176.115,205.526,218.862,241.806,260.993,225.061,172.406,340.652,246.854,227.334,181.89,226.218,16.5
4,Medicaid/Other Professional Services ($),Region,4,Plains,,27.243,24.316,28.453,23.729,24.397,32.44,53.906,55.171,58.136,63.437,69.87,88.805,97.838,132.12,171.478,196.008,220.07,251.113,265.034,13.5
4,Medicaid/Other Professional Services ($),State,4,Plains,Iowa,30.302,28.44,35.253,31.738,33.187,32.337,29.43,27.407,29.821,30.478,59.41,160.396,195.032,265.063,269.479,233.211,273.977,400.671,442.485,16.1
4,Medicaid/Other Professional Services ($),State,4,Plains,Kansas,17.564,21.656,23.132,23.564,20.528,21.391,19.534,17.238,18.338,26.641,26.445,18.129,21.383,27.824,22.711,32.505,33.606,29.119,26.016,2.2
4,Medicaid/Other Professional Services ($),State,4,Plains,Minnesota,47.563,38.758,47.262,34.99,36.471,59.848,134.129,147.298,158.947,179.207,190.849,225.996,236.686,341.408,490.124,582.003,637.64,675.27,679.682,15.9
4,Medicaid/Other Professional Services ($),State,4,Plains,Missouri,12.092,11.751,12.011,10.536,11.285,14.356,16.15,13.114,12.665,13.557,13.667,13.726,15.255,16.573,17.395,11.103,11.169,9.773,20.264,2.9
4,Medicaid/Other Professional Services ($),State,4,Plains,Nebraska,35.961,26.826,30.931,25.777,26.122,30.801,50.251,57.094,65.117,69.206,75.181,72.65,81.121,72.241,75.457,81.424,80.209,80.073,60.117,2.9
4,Medicaid/Other Professional Services ($),State,4,Plains,North Dakota,41.975,33.036,46.392,44.077,49.803,55.698,62.079,56.628,53.023,60.552,54.878,56.832,51.247,47.72,54.145,56.576,56.729,57.28,57.504,1.8
4,Medicaid/Other Professional Services ($),State,4,Plains,South Dakota,14.245,19.304,25.817,23.987,25.845,25.317,26.792,29.694,29.776,31.328,31.028,28.569,28.695,31.076,29.121,21.444,20.228,29.152,31.975,4.6
4,Medicaid/Other Professional Services ($),Region,5,Southeast,,10.353,10.979,14.997,15.494,16.804,17.521,18.113,18.191,17.667,19.504,22.214,21.605,22.018,23.249,23.813,25.579,27.245,30.291,31.071,6.3
4,Medicaid/Other Professional Services ($),State,5,Southeast,Alabama,11.366,14.908,21.565,20.36,21.878,20.707,20.549,23.54,21.445,23.223,21.84,25.284,25.158,25.517,26.788,31.234,37.422,55.097,66.734,10.3
4,Medicaid/Other Professional Services ($),State,5,Southeast,Arkansas,18.573,24.939,31.362,32.766,42.833,50.874,54.15,49.312,46.025,51.053,44.978,24.054,14.882,16.416,16.657,17.028,24.105,25.262,28.144,2.3
4,Medicaid/Other Professional Services ($),State,5,Southeast,Florida,1.679,1.497,2.174,3.023,4.021,4.892,5.055,5.293,5.048,5.358,6.022,5.958,6.605,6.579,6.293,6.91,7.427,9.145,12.882,12
4,Medicaid/Other Professional Services ($),State,5,Southeast,Georgia,22.236,20.331,32.654,40.772,43.967,39.991,37.178,35.555,37.615,40.769,46.45,49.858,53.662,55.594,53.696,60.26,47.391,48.583,42.38,3.6
4,Medicaid/Other Professional Services ($),State,5,Southeast,Kentucky,18.514,19.896,23.64,19.361,17.748,18.659,21.432,25.122,27.325,31.596,40.568,43.853,44.072,50.221,51.706,55.141,66.302,72.007,70.38,7.7
4,Medicaid/Other Professional Services ($),State,5,Southeast,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Medicaid/Other Professional Services ($),State,5,Southeast,Mississippi,1.094,0.509,0.582,0.854,1.223,1.475,1.668,1.581,1.61,6.832,15.393,11.03,7.458,8.313,6.317,6.315,6.978,7.621,7.67,11.4
4,Medicaid/Other Professional Services ($),State,5,Southeast,North Carolina,12.167,10.389,13.254,14.053,17.574,17.286,20.54,16.543,15.619,17.669,21.68,19.729,19.49,22.638,23.399,22.939,21.242,23.4,22.308,3.4
4,Medicaid/Other Professional Services ($),State,5,Southeast,South Carolina,17.804,16.823,20.47,18.262,17.771,18.015,17.142,14.456,14.617,13.869,15.949,16.16,16.441,17.851,21.461,30.207,36.073,46.46,58.105,6.8
4,Medicaid/Other Professional Services ($),State,5,Southeast,Tennessee,9.959,9.234,12.15,10.918,10.445,11.365,11.771,13.56,14.327,17.491,18.426,19.331,20.197,19.023,18.864,15.667,19.919,23.119,20.309,4
4,Medicaid/Other Professional Services ($),State,5,Southeast,Virginia,11.694,12.189,18.268,18.95,19.298,20.14,22.552,25.028,24.043,24.117,36.858,34.552,32.376,31.077,31.758,36.955,38.436,41.742,42.845,7.5
4,Medicaid/Other Professional Services ($),State,5,Southeast,West Virginia,15.584,37.04,52.084,38.622,39.793,48.219,58.868,50.17,38.243,48.614,52.183,51.15,60.229,67.535,84.569,77.509,102.561,92.119,76.886,9.3
4,Medicaid/Other Professional Services ($),Region,6,Southwest,,23.595,22.674,30.3,31.753,41.482,55.496,57.57,69.14,79.505,76.976,119.044,171.782,211.034,247.693,310.248,308.337,261.536,248.092,261.289,14.3
4,Medicaid/Other Professional Services ($),State,6,Southwest,Arizona,1.355,2.899,6.958,8.02,15.003,21.915,26.022,24.84,19.863,12.331,178.153,312.842,412.886,440.01,610.911,536.206,322.706,219.709,193.911,31.7
